Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
Seni,Nama lain dari dua dimensi,Dwi Marta,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Seni rupa dua dimensi adalah seni rupa yang memiliki Panjang dan lebar serta hanya bisa dilihat dari satu arah (tidak memiliki volume atau ketebalan)
contoh : gambar dan poster",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik : titik adalah unsur seni yang paling kecil
bidang : bidang kumpulan dari beberapa garis
warna : warna primer, warna sekunder, warna tersier, warna komplementer",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni Murni : karya seni yang dibuat untuk keindahan saja (estetika)
Seni rupa terapan : karya seni yang dapat difungsikan",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"memberi kesan indah, menunjukkan suasana (sedih, marah, ceria), menarik perhatian, memberikan identitas karya",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"industri kreatif adalah kegiatan ekonomi yang mengandalkan kreativitas, ide, dan bakat untuk menghasilkan produk bernilai jual.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Desain grafis, film, musik, fashion, kuliner, kriya, fotografi, DKV, Seni rupa",8,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"Karena banyak peluang kerja dari karya seni rupa dua dimensi
Contoh : Jasa Desain logo, Jasa ilustrasi, jasa banner dan poster, lukisan custom, Desain konten media sosial, karena banyak UMKM dan bisnis yang membutuhkan itu",10,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya : kerajinan tangan seperti rajut, keramik, anyaman
kuliner : makanan atau minuman kreatif seperti dessertbox, kopi kekinian, makanan tradisional kemasan modern",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Titik, garis, bidang, bentuk, ruang, warna, tekstur, dan gelap terang",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Dwi matra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni rupa adalah karya seni yang menciptakan pada bidang datar yang wujudnya dapat dinikmati dan dilihat dengan indra penglihatan,10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik : Unsur seni yang paling terkecil dan semua wujud diawali dengan titik.
Garis : goresan atau batas limit dari suatu benda, ruang, bidang, garis memiliki dimensi memanjang.
Bidang : unsur seni yang terbentuk dari beberapa garis",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni murni adalah seni yang hanya bisa dilihat saja, termasuk seni 2D.
Seni Terapan adalah cabang seni rupa yg menciptakan karya fungsional untuk digunakan dalam kehidupan sehari-hari, tanpa menghilangkan nilai estetika yang bisa difungsikan, contohnya patung.",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"fungsi warna dalam karya Seni rupa dua dimensi untuk mengekspresikan emosi, membangun suasana, menjadi pusat perhatian, dan menciptakan ilusi ruang, warna bukan sekedar dekoratif, melainkan alat komunikasi",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"adalah sektor ekonomi yang berfokus pada pencapaian produk dan distribusi karya seni rupa yang memiliki nilai estetika, budaya, dan ekonomi",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kuliner, kriya, fashion, musik, layanan desain grafis, desain foto studio, fotografi, desainer, arsitektur",8,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"untuk mengetahui pembagian bidang usaha yang mengandalkan kreativitas ide dan keterampilan, sebagai sumber nilai ekonomi",10,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"Bidang kriya : Batik, anyaman bambu, tas rajut, ukiran kayu. (kriya berfokus pada kerajinan tangan yang bernilai seni)
Bidang kuliner : makanan tradisional, makanan daerah, minuman kekinian, kripik (kuliner yang berfokus pada makanan)",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik, garis, bidang, bentuk, tekstur, warna, gelap terang, ruang",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"seni rupa dua dimensi adalah seni rupa yg hanya bisa di lihat atau seni yg manfaatnya hanya untuk di lihat dan dinikmati keindahannya.
Contoh : lukisan, gambar, poster",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik, garis, warna, dan lingkaran",5,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah seni yg murni di kerjakan oleh seseorang sedangkan seni rupa seni yg dibuat oleh orang tetapi menggunakan bantuan,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Agar lebih terkesan memmbuat seni lebih hidup dan agar menambah daya tarik dan keindahan,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,industri yg menciptakan barang baru,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"warung makan, pabrik besi, pabrik motor, pabrik esbed, genteng, batako, perajin kayu, pembuatan tv, dan pabrik HP",0,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena seni rupa dua dimensi sangat banyak peminat dan penggemarnya,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"HP, batako, dan makanan",0,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik, garis, bidang, warna",5,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dua arah,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,senirupa dua dimensi adalah karya yang diciptakan pada bidang datar dan wujudnya bisa dinikmati untuk dilihat melalui indra penglihatan,5,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik : unsur paling terkecil yg semua terwujud di awali dengan titik.
Goresan : batas limit dari suatu benda ruang bidang dll.
Bentuk : untuk seni rupa yg terbentuk dari beberapa bidang.",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"seni murni : lukisan, patung seni grafis atau dibuat melalui teknik cetak sablon, cap poster dll. Fokus pada nilai estetika dan ekspresi pribadi.
Seni rupa : desain produk desain interior industri, menggabungkan nilai seni dengan fungsi praktis",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,fungsi warna dalam dua dimensi yaitu  untuk mencampur warna ataupun untuk mewarnai gambar dua dimensi tersebut.,0,Jawaban Siswa
Seni,Jelaskan industry kreatif,"yaitu sektor ekonomi yang berfokus pada pencipta produksi dan distribusi karya Seni rupa yang memiliki nilai estetik, budaya ekonomi.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kriya, kuliner, fashion, musik",5,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena karya seni rupa dua dimensi itu memiliki banyak orang yang mengaguminya dan banyak orang yang sangat suka dgn seni rupa dua dimensi,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"nasi padang, nasi tempong, lalapan, nagor, pecel",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik, garis, bentuk, tekstur, warna",5,Jawaban Siswa
Seni,Nama lain dari dua dimensi,nama lain dari dua dimensi yaitu dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni rupa dua dimensi ialah karya yg hanya bisa di lihat dari Satu arah saja. Contoh lukisan dan Gambar,10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Tekstur : Sebagai rasa atau sifat Karya menjadi nyata
Titik : Sebagai awalan memulai suatu karya
Garis : Coretan yg di awali titik ke titik lain",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni murni ialah Seni yg hanya di buat dengan satu karya tangan dan keaslian yg tidak ada campurannya.
Seni Rupa ialah seni berupa gabungan atau campuran suatu karya.",0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Fungsi warna dalam seni rupa dua dimensi ialah membantu suatu karya Tekstur menjadi lebih HD/nyata memperbagus Suatu Gambar dua Dimensi,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,Industri kreatif ialah dimana suatu Program yg memamerkan Karya seni buatan keren secara kreatif dengan bahan bahan yg biasa menjadi luar biasa,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Seni pertunjukkan, Seni rupa, desain, Film, kerajinan tangan, kuliner, penerbitan arsitektur, pariwisata",5,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karna untuk menjadikan Peluang isi industri kreatif Dan sebagaimana untuk bisa di pamerkan dengan karya ilustrasi,5,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya : contoh karya batik tulism anyaman rotan
Kuliner : makanan khas seperti Rendang, nasi Padang",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"unsur unsur Seni Rupa yaitu:
Garis, Titik, Ruang, Bidang, Tekstur, Warna, Gelap Terang",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Seni Rupa dua Dimensi adalah Karya Seni yang menciptakan pada bidang datar dan wujudnya bisa dinikmati dengan indra penglihatan.
Contoh : Lukisan, Poster",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Titik : Unsur paling kecil dalam seni rupa.
Garis : batas limit atau Goresan pada bentuk bidang.
Bidang : Unsur yang terbentuk dari beberapa garis.",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni Murni : Sama seperti 2 Dimensi yg hnya bisa dinikmati melalui Penglihatan.
Seni terapan : Seni yang bisa difungsikan dan bisa dinikmati melalui indra penglihatan dan dirasakan dengan rabaan.",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"Mengekspresikan emosi : Warna Cerah sebagai Keceriaan, Warna gelap Sesuatu amarah atau hal misterius.
Mengubah Suasana (mood) : Warna membuat perasaan menjadi berubah.
Pusat Perhatian : memberikan warna yang cerah untuk menjadi pusat atau titik Penasaran saat orangn melihat.",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"industri Kreatif dalam Seni rupa yaitu sektor ekonomi yang berfokus pada Penciptaan, produksi dan distribusi Karya Seni yang memiliki nilai estetika, budaya, dan ekonomi.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Kuliner, Kriya, Fashion, musik, Layanan Desain Grafis, Self photo Studio, Fotografi, Tari, Designer, Arsitektur.",8,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"Karya Seni rupa 2 Dimensi memiliki peluang dalam Industri Kreatif seperti membuat desain, produk, ilustrasi dalam media dan Kebutuhan Perusahaan atau layanan yang membutuhkan Keahlian Seni rupa untuk Sektor ekonomi",5,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"Kriya : Anyaman bambu seperti tas.
Kuliner : pempek, keripik singkong",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Titik, Garis, Bidang, Bentuk, Tekstur, Warna, GelapTerang, Ruang",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,DwiMatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Seni rupa dua dimensi adalah karya seni yg menciptakan pada bidang datar
Contoh : Lukisan dan Patung",5,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Titik : unsur seni paling terkecil dan semua wujud diawali dari titik.
Garis : goresan atau batas limit dari suatu benda, ruang bidang.
Bidang : unsur seni yg terbentuk dari beberapa garis.",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni murni : lukisan, patung, seni grafis
Seni terapan : desain produk, desain interior, ilustrasi menggabungkan nilai seni dengan fungsi praktis.",5,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"Warna berperan dalam menyampaikan makna, suasana hati dan fokus visual pada karya seni.",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"Industry kreatif : sektor ekonomi yg berfokus pada penciptaan produksi dan distribusi karya seni rupa yg memiliki nilai estetika, budaya, dan ekonomi",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"seni pertunjukan, seni rupa, desain produk, penerbitan, musik, desain interior, budaya, ilustrasi.",5,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"karena seni rupa dua dimensi dapat dijadikan peluang usaha dalam industri kreatif seperti membuat produk, ilustrasi untuk media",0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya : keramik hias, anyaman rotan
kuliner : makanan khas daerah atau tradisional",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Titik, garis, bidang, tekstur, warna, bidang, terang gelap, ruang",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Seni rupa dua dimensi adalah karya seni yang memiliki dua ukuran yaitu panjang dan lebar serta hanya dapat di lihat dari satu arah seperti lukisan, gambar, dan poster.",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Titik, garis, Bidang, Warna, Tekstur",5,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni rupa murni yaitu suatu karya seni yang dibuat untuk dinikmati keindahannya saja.
Seni rupa terapan yaitu suatu karya seni yang memiliki nilai keindahannya sekaligus fungsi pakai.",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,fungsi warna sebagai percantik karya seni memberikan kesan atau suasana tertentu dan memperjelas bentuk objek dalam karya seni.,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"Industri kreatif, yaitu suatu industri yang mengandalkan kreativitas ide dan kemampuan manusia untuk menghasilkan produk yg bernilai ekonomi.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"ekonomi kreatif suatu ekonomi yang berasal dari ide, dan kreativitas ide, inovasi manusia untuk menghasilkan produk.
Contoh  membuat kerajinan tangan seperti kuliner, kriya, fashion, fotografi, musik, film, game, desain, aplikasi.",8,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"karena bisa membuat desain poster atau banner, dan juga dapat membuat desain grafis atau ilustrasi.",0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya : kerajinan tangan contoh batik, anyaman, dan keramik.
Kuliner : makanan khas daerah contoh kue tradisional atau minuman kekinian.",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,garis unsur seni rupa yang terbentuk dari rangkaian titik yang memanjang dan dapat di gunakan untuk embentuk objek atau gambar.,0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,"nama  lain yg saya satu yaitu komposisi, perspektif, proporsi.",0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Seni rupa dua dimensi adalah karya seni yg memiliki dua ukuran yaitu panjang dan lebar, berbeda dgn seni tiga dimensi, karya ini hanya bisa dinikmati dari satu arah pandang (depan) karena tidak memiliki ruang dan volume",5,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik : unsur paing besar.
Garis : gabungan antar titik yg membentuk kontur atau garis bidang.
Bidang : penggabungan garis yg membatasi suatu bentuk.",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"seni murni adalah karya seni yg dirancang untuk memiliki fungsi praktis dalam kehidupan sehari hari namun tetap memperhatikan unsur keindahan.
Seni terapan adalah menggabungkan nilai estetika dgn fungsi guna sehari haru.",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"fungsi warna menimbulkan kesan pantulan cahaya tersendiri dari warna primer, sekunder, tersier.",0,Jawaban Siswa
Seni,Jelaskan industry kreatif,industri kreatif adalah sektor ekonomi yg berfokus pada penciptaan nilai tambah melalui pemanfaatan kreativitas ketermpilan dan bakat individu.,10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kuliner, kriya, fashion",4,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"karena karya seni rupa meanfaatkan kreativitas keterampilan, bakat, dan intelektual yg menjadikan itu sebagai lapangan pekerjaan.",10,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"contoh produk kriya, tas anyaman rotan modern, batik
contoh kuliner rendang kemasan.",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik, garis, bidang, warna, gelap terang, tekstur",7,Jawaban Siswa
Seni,Nama lain dari dua dimensi,seni rupa,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa dua dimensi merupakan karya seni yang hanya dapat di lihat dari satu arah. Contoh lukisan dan poster,10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Bisa dilihat dari satu arah, Banyak di sukai masyarakat, menarik perhatian pembeli.",0,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,Seni murni merupakan seni yang tanpa campuran sedangkan seni terapan merupakan karya seni yang dapat di terapkan dan dicampurkan.,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,yaitu dapat memperindah karya seni yang dibuat ,0,Jawaban Siswa
Seni,Jelaskan industry kreatif,Industri kreatif adalah,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kriya, kuliner, desain",3,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,iya karena karyanya menarik dan disukai atau diminati banyak orang,5,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"Candi : kriya, Kuliner : nasi padang",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,Bisa di lihat dari segala arah,0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,satu arah penglihatan,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Seni rupa dua dimensi adalah seni yg memiliki peluang besar dalam industri kreatif, contoh kriya dan kuliner.",0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Garis, warna, objek",5,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,Seni murni adalah Seni yg terbentuk oleh alam sedangkan seni rupa terapan adalah seni yg diterapkan ke suatu objek.,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Agar yg melihat lebih mengetahuinya.,0,Jawaban Siswa
Seni,Jelaskan industry kreatif,Industri kreatif adalah industri Ekonomi kreatif yg menggunakan Seni rupa dua dimensi untuk menghasilkan uang.,5,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Kuliner, kriya, lukis, kerajinan tangan",5,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,Karena memiliki nilai estetika yang tiggi di banding karya seni yang lainnya,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"grabah, aksesoris dan makanan seperti nasi pecel atau bakso.",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Titik, garis, bidang, bentuk, warna",5,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,karya seni rupa dua dimensi karya seni yg memiliki panjang pendek,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Garis, warna, objek",2,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,sei murni adalah seni yang terbuat sendiri seperti batu yang terbentuk atau terpecah sendiri dan Seni Rupa terapan adalah seni yang di gambar atau di lukis yang dibiarkan contohnya seperti gambaran atau lukisan.,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Fungsi warna dalam dua dimensi. Warna di dua dimensi itu sangat berfungsi buat lebih membaguskan kreasi kreasi yang pertama hitam putih menjadi bagus.,0,Jawaban Siswa
Seni,Jelaskan industry kreatif,industri kreatif adalah sebuah pikiran yang sudah mempunyai suatu gambaran apa yang mau digambar,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kuliner, kreatif, karya tangan.",3,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena menghasilkan lukisan yang bagus atau indah,5,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,di bidang kriya contohnya seperti lukisan langsung menggunakan warna dan tinta. Kalau kuliner yang di cetak atau di desain langsung di cetak menggunakan mesin seperti Banner Banner yang biasanya di buat untuk promosi.,10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"garis, warna, titik, garis bidang gelap terang, tekstur",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni itu dua dimensi. Seni Rupa Cabang Seni yang dapat dinikmati melalui indra penglihatan dan memiliki bentuk fisik yang nyata. Contoh Lukis dan Patung,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Unsur-unsur Seni Rupa
Garis : untuk menghubungkan antara dua titik.
Warna : Untuk mewarnai Lukisan agar terlihat menarik.
Ruang : Ilusi atau Dimensi.",8,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,Seni murni : Karya seni yang diciptakan untuk nilai estetika dan ekspresi diri seniman. Seni rupa terapan : karya seni yang diciptakan untuk memenuhi kebutuhan praktis da fungsional selain memiliki nilai estetika.,10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"Fungsi warna : Agar terlihat menarik dan tidak biasa saja, serta bisa menarik pengunjung maupun Pembeli untuk melihatnya.",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,Industri kreatif : karya yang telah dibuat oleh orang orang atau seniman yang sangat bagus dapat menarik pengunjung.,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Lukis, Patung, Desain, kuliner, Animasi, karya tangan seperti pembuatan tas, dompet, sapu lidi, dll.",6,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,memerlukan sepanjang waktu,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,memakan waktu sepanjang hari,0,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Budaya jawa, budaya seni, dan masih banyak lagi",0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,modern,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"karya seni rupa dua dimensi adalah karya seni rupa yang memiliki panjang dan lebar dan hanya bisa di lihat dari satu sisi.
Contoh : gambar dan lukisan.",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik, garis, dan warna",5,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,seni murni adalah karya yg dibuat untuk keindahan atau ekspresi saja. Seni Terapan adalah karya seni yg memiliki fungsi pakai.,10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,memperindah gambar atau lukisan agar memiliki daya tarik,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,Industri kreatif adalah sektor ekonomi yg berfokus pada penciptaan produksi dan distribusi karya seni rupa yg memiliki nilai estetika,10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Arsitektur, desain internal, DKV, Desain produk, Film animasi, fotografi, kriya, kuliner, musik, dan vidiografi.",10,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"karena memiliki harga jual yang besar dan dapat beradaptasi dengan berkembangnya zaman atau dunia, maka sangat tinggi untuk memiliki peluang besar dalam industry kreatif.",10,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya seperti kerajinan tangan tas anyaman atau rajut, patung, dll.
Kuliner seperti makanan kekinian dan jenis jenis minuman.",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik, garis, bidang, bentuk, ruang, tekstur, gelap terang.",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni yang hanya dapat dilihat dari satu arah. Contoh lukisan dan sketsa.,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Datar, dilihat dari satu arah, tidak melebihi dimensi lebih",0,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,Beda niat dan tujuannya,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Agar terlihat menarik dan tidak membosankan.,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,Industri yang hampir mencakup segala aspek.,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"musik, kuliner, kriya, budaya.",4,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena modal pembuatannya lebih sedikit ditambah lagi proses membuatnya lebih mudah dan orang orang lebih,0,Jawaban Siswa
