username,sentence,food_quality,price,service,ambiance,portion
Hesti FFF,"semua menunya enak, banyak lauk tapi tetep menyatu rasanya, malah bikin makin enak. sambelnya joss, pedesnya sangat terasa. bukan terasa lagi, lebih ke nampolll. pingin balik lagi kesini",positive,neutral,neutral,neutral,positive
Marvel Aditya,"enak bngtttt,pantes rame. sambelnya emg beneran sambel yang notabene pedes, soalnya kadang di tempat lain ada yang ga pedes.",positive,neutral,neutral,neutral,neutral
Momotorun Yuk,"nasi tempong khas banyuwangi cocok di lidah cumi nya enak pake banget apalagi makannya abis touring momotorun pelayanannya oke, antrian rapih mantapp lah ajib",positive,positive,neutral,positive,neutral
Abdullah Faedi Rahman,"asli ini nasi tempong murah banget, dan lauk utamanya kalian bisa pilih sendiri. cukup lengkap mulai dari telor dadar, ayam, cumi, lele semua ada. ini aku pilih nasi telor tempong pakai sambal khas-nya yang asem seger pedes gak pelit sama sekali dan harganya cuman 11k. sebagai bukan warlok ini worth banget, dan tempatnya selalu ramai.",neutral,positive,neutral,neutral,neutral
Erwin Haryanto,"makanan khas banyuwangi, nasi tempong yang banyak pilihan lauknya. sambelnya juga mantappp. recomended",positive,neutral,neutral,positive,positive
EGGG YAMADA,"salah satu tempong yang dituju kalau ke banyuwangi. ada banyak pilihan lauk dari mulai ikan, cumi hitam, ayam, udang dan juga pepes tongkol. harga murah. porsi banyak dan kenyang. disini tempatnya sederhana. untuk kebersihan kurang. tempat makan kurang nyaman, apalagi kalau habis hujan. banyak sekali lalat, meja dan lantai sekitar tampak kurang bersih.",neutral,positive,neutral,positive,neutral
Savira Izzaanti,"untuk yang suka super pedes ini akan terasa gak pedes yaa, kalo udah sore lauknya kurang lengkap, mungkin kalo siang masih banyak pilihan",neutral,neutral,neutral,neutral,neutral
Rajab Amali,"rasa makanannya enak pwoll, meskipun kurang suka pedes. tapi kalo pas ke banyuwangi mesti sempetin makan disini. rasa telornya enak banget, udangnya juga manteb. very recommended",positive,positive,neutral,positive,neutral
Permana Aji,"makanaannya enak dan pedas, sangat murah harganya dibandingkan yang di bali",positive,positive,neutral,neutral,neutral
Doddy Setiawan,"makanan enak harga murah, menu beragam",positive,positive,neutral,neutral,neutral
Verly Anindya,"ternyata nasi tempong itu enak ya. aaaa jadi pgn lagi, jauh bgt tapiii",positive,neutral,neutral,neutral,neutral
Haby Kilap Global,"saya akui rasanya enak, rasanya paling balance, mulai dari lauk dan bumbu yang dicampur. ayam goreng dan telur dadarnya wajib untuk dicoba pedasnya cukupan, gaterlalu pedes. pas - suasanya cukup ramai, tidak ada sistem antrian di kasir, hanya nomor order dan orang bisa sebebas itu untuk menyela. minuman datang belakangan setelah makanannya habis",positive,positive,neutral,neutral,positive
Atha Collections,"taste good, friendly staff, easy to park my car, boleh minta sambal banyak, pilihan menunya juga banyak, sayang saat beli petenya kosong.",neutral,neutral,positive,neutral,positive
Mnb Muslim,"makanan enak murah nasi tempong, paket ny udh dapet nasi, sayuran, sambal, tahu, tempe, dadar jagung, ikan asin bisa tambah ikan lain kebetulan saya tambah ikan telur dadar nasi tempong paket telur dadar es teh manis rp 14.000,- alhamdulillah terjangkau untuk pekerja lapangan seperti saya",positive,positive,neutral,neutral,neutral
Rahmad Azhari,"mau cari makanan yang comfort yaa nasi tempong mboh nah pilihan yang cocok, disamping murah dan enak tapi harus kudu sabar antri",positive,positive,neutral,neutral,neutral
Dewi Kusuma,"kalau untuk makan sekedar kenyang, lumayan lah sesuai harga, tapi kalau cari kenyamanan dalam menikmati makanan jangan makan disini.",positive,positive,neutral,positive,neutral
Gemma Febriany,"salah satu nasi tempong yang ramai di area banyuwangi kota. sepanjang makan di sini gak berhenti orang-orang yang pesen bungkus, satu orang bisa bungkus lebih dari 5 porsi. lauknya banyak pilihan, tadi pesan 2 porsi nasi dengan lauk ayam goreng, extra ati ampela dan telur dadar, sama minum dengan total 48 ribu. enak, murah, kenyang!",positive,positive,neutral,positive,positive
Ade Bayu,minusnya panas aja di tempatnya dan parkir sempit. klo yang lain-lain worth it dengan harga segitu yang lumayan murmer,neutral,positive,neutral,negative,neutral
Laurentia Meilani,cukup banyak pilihan lauknya. enak dan harganya murah. tempat duduk cukup banyak.,positive,positive,neutral,neutral,positive
JUSTIMTIMMY Timur Asy'ari,"sumpah dari sekian nasi tempong yang ada di banyuwangi, menurutku ini yang paling enak! sambelnya tu pedes tapi bikin nagih banget! asin gurih enak! suasananya bener2 banyuwangi banget",positive,neutral,neutral,positive,neutral
DeviraTiger,"sambelnya gak pedes sama sekali padahal mintak pedes, gak ada ikan asin dan dadar jagungnya",neutral,neutral,neutral,neutral,neutral
Satrio Budiman,harganya sangat terjangkau! sambal tempongnya mantap,positive,positive,neutral,neutral,neutral
Rifqi Hawari (Rifqi),"ke banyuwangi belum lengkap rasanya jika belum nyobain salah satu kuliner khas banyuwangi bernama sego tempong. kata sego dari bahasa jawa yang artinya nasi dan kata tempong dari bahasa using yang artinya tempeleng atau tampar. isinya nasi, sayur, lauk pauk dan sambal cabe merah khas banyuwangi yang pedasnya nampar banget. saya mengunjungi warung nasi tempong mbok nah karena mempunyai review yang oke banget di gmaps sekitar 4900 ulasan dan dekat dengan penginapan. letaknya di pinggir jalan, hampir kelewatan karena tempatnya mirip warteg biasa. parkir mobil bisa di pinggir jalan jadi aman. walaupun ngantri tapi servicenya cepat. untuk rasa nasi tempong menurut saya lebih kearah campuran sedikit oily, asin dan pedas, lauknya sy tambah sate udang dan telur dadar yang rasanya juga mantap banget, cocok dengan sambalnya. harganya murah di kantong, saya pikir bakal mahal karena jadi tujuan wisata, rekomended",positive,positive,positive,positive,negative
Nurul Awaliah Arwing,"salah satu yg direkomendasiin sama orang2. sambel tempongnya enak, sayuran rebusnya jg manis. tempenya enak masih hangat baru diangkat dari penggorengan. tapi untuk lauk lain semua udah dingin. pilihan lauknya banyak beragam. sambelnya pedes mantep, kalo ga kuat pedes minta pisah aja. tempatnya jg cukup luas tapi kebanyakan orang kayaknya take-away. tapi kekurangannya mungkin karna ngambil2 lauk dan condiment lain tuh pake tangan semua. lebih higienis sebenarnya menggunakan alat capit. atau itu memang semacam penyajian khas dari nasi tempong.",positive,neutral,neutral,positive,positive
indah rimadianti,"rameee, rekomen lauk telur dadar soalnya kmrn nyoba ini enak, pedese menurutku masih bisa dinikmati. sambel aroma jeruknya mantap ga yg kecut bgt, pas, coba manise ditambah dikit kyke akan lebih mwantap lagi tp selera sih ya, aku kmrn kyk keasinen duikit tp ga banyak meskipun antri tp cepet. beneran rasa sambel rumahan yg biasa dimasak ibukkuu",positive,positive,neutral,neutral,positive
yan chen Jimmi,"enak banget. 1 porsi nasi tempong isinya nasi, lalapan rebus mentah, tahu, tempe, perkedel, ikan asin sambal. sambalnya enak banget. tinggal tambah lauknya sesuai keinginan. enak2 semua. harga bersahabat.",positive,positive,neutral,neutral,neutral
Anffa Adzima,"masakannya enak, tempatnya strategis tidak sulit dicari variasi makanannya super lengkappp",positive,neutral,neutral,neutral,neutral
sendal cepit,"wenak,kemyang,sambel pedes mantep. lauk lengkap",positive,neutral,neutral,neutral,neutral
Meggy Kadam Aryanto,sumpah demi apapun makan di sini murah banget nggak nyampe rp20.000 udah dapat porsi yang banyak banget pantesan ramai dan legend banget karena para artis pun pernah makan di sini kalau ke banyuwangi recommended deh makan di sini,positive,positive,neutral,positive,positive
Lizaa,"nasi tempong enakk, murah, porsi banyak bgt dan sambel nampol pedasnya. dengan harga rp. 17.000,- sudah dapet lauk ayam, bakwan jagung, tahu, tempe, ikan asin, sayur rebus dan sambel. sambel dibuat fresh. selama 3 hari di banyuwangi udah 2 kali berturut turut makan tempong ini karna nagih bgttt sambelnya!!! kurangnya hanya ada lalet hijau terbang dan kursi sedikit.",positive,positive,negative,positive,negative
Ikhfina Dhea Faramitha,"rasanya otentiiiik banget kayaknya akan kangen terus sama nasi tempong ini, harganya super muraaah 2 porsi pake telur dan udang serta es teh cuma 41rb terngiang2 sih rasanya sampe sekarang, mampir disini aja buat cobain nasi tempong khas banyuwangi yaaa",neutral,neutral,neutral,positive,neutral
Febri Ayudea,"murah bangettttt. makan berdua cuma 35ribu. tadinya udah mikir bakal mahal karena kan termasuk tujuan wisata hihihi. parkiran gampang, ada jukir, kalo parkir mobil lebih gampang parkir di seberang. antri, order makanan dulu, order minum, cari tempat duduk. dibalik juga gpp sih ada pilihan lauk yang bisa dipilih, default nasi tempong tempe, dadar jagung, ikan asin jambal. sambelnya kaya sambel penyetan gitu, hati-hati buat yang ga terlalu suka pedes makan pake tangan tapi ada wastafel",neutral,positive,neutral,neutral,neutral
Annisa Mulia Nastiti,"tempatnya cukup mudah ditemukan, datang kemari sekitar habis maghrib waktu setempat, dan lauk sudah habis habisan. hanya ada pilihan ikan kembung dan ati ampela. porsi dan harga terbilang worth it ya. pedas sambalnya juga mantap. yang disayangkan adalah, karena berkunjung mendekati jam tutup, karyawan beres2 toko walaupun masih ada beberapa pelanggan yang makan di tempat. suasana makan jadi tidak tenang. mungkin lebih nyaman datang ke sini siang atau sore saja.",positive,positive,neutral,positive,positive
Ayu Andika,"tempat makannya sederhana, ada di pinggir jalan, tapi kadang kalau naik kendaraannya nggak pelan2, bisa kelewat. soalnya banyakkk banget tempat makan berjajar di sana dan bahu jalan banyak kendaraan parkir. jadi kadang kayak nggak keliatan gitu kalau nggak teliti. makanan di sini murah, enak juga dan porsi nasinya banyak. satu porsi udah terdiri dari nasi, sambal, sayuran rebus, tempe, tahu, bakwan jagung, sama ikan asin, abis itu tinggal kita mau nambah lauk apa. ibu penjualnya ramah sama pelanggan dan cekatan banget kalau ngelayanin. kemarin waktu beli pakai lauk telor dadar itu 11k dan yg pakai ikan tenggiri itu 16k.",positive,positive,positive,neutral,positive
Michael W,"pertama kali cobain nasi tempong mbok nah mau pesan antri nya panjang banget, dan lauk nya habis sisa lauk telor aja rasanya enak, telor nya besar, kriuk tapi minyak nyabterlalu banyak sambel nya pedes manis enak banget penjual nya ramah banget harga 1 porsi cuma rp11.0000 untuk es teh nya rp3.0000",positive,neutral,positive,neutral,positive
Hesty Mangunsong,"suasana warung biasa seperti umumnya warung makan, lumayan bersih kok ada wastafel utk cuci tangan jg. lokasi di pusat kota banyuwangi ya pilihan menunya banyak, sambalnya maknyooosss tp yg ga kuat pedes mintanya dikit aja ya sayang kalau terbuang kalau tdk habis aku lupa foto tempat lauknya ordernya lgsung ke meja semua lauk ada ya, pilih yg kamu suka kecuali tahu tempe sayur itu sdh bagian dari nasinya ada ayam, udang, telur dadar, dll banyak deh rasanya pas banget buatku krn tdk manis sprti umumnya lauk khas jawa, enaaaakk lah, harga jg standar murah kok",positive,positive,neutral,positive,positive
Astri Dewayani,you could request the spicy level tempatnya enak naik motor,positive,neutral,neutral,neutral,neutral
puspita sari,"setelah sekian lama tinggal di bwi akhirnya nyobain juga nasi tempong ini, kemarin beli untuk dibungkus karena ramenya pol²an klo makan di sini apalagi pas musim liburan. sambelnya enak, lauk ayamnya enak, harganya 16rb kalau pakai lauk ayam.",positive,positive,negative,neutral,positive
Fajar Permadi,"untuk menikmati nasi tempong mbok nah perlu antri cukup panjang, sambalnya cukup banyak, pilihan lauk juga banyak. sambalnya cukup pedas bagi saya, bagi yg lain masih belum cukup pedas katanya. tempat cukup luas, ada pilihan di kursi atau lesehan. mantap pedasnya",positive,neutral,neutral,positive,positive
Miftakhul Amaliya,"wahhh inisih gausah di raguin lagi, nasi tempong andalan dari dulu, porsinya gede juga, tempatnya enak, pelayanannya oke, tapi pasti rameee, jadi harus sabar mengantri ya gaisssss",positive,positive,neutral,neutral,positive
Jeffri Cahyono,"seperti nasi sambelan pada umumnya, nasi putih hangat disajikan dengan sayuran, sambal dan lauk. sambalnya pedas tapi justru ini yang bikin ketagihan. lauknya kita bisa milih, ayam goreng, telur, ikan, lele, jeroan dll. aku pake ikan laut tambah telur dadar yang krispi banget. makanan enak, lokasi tempat makan cukup sempit. kalau datang saat jam makan bisa jadi harus nunggu meja ada yang kosong. ps. harap sabar yang mau makan, di sini tak ada nomor antrian dan masih banyak warga 62 yang pingin nyerobot antrian.",positive,neutral,neutral,negative,positive
Arya Darmansyah,"makanan khas banyuwangi, setiap bwi pasti mampir disini dan gak pernah absen. menu lauknya banyak, sambelnya pedes tp mantap. parkiran agak susah karena pas pinggir jalan. tempatnya indoor non ac",positive,positive,neutral,positive,positive
Fikri RF06,"nasi tempongnya enak dengan topping yang lengkap, sayurnya cukup banyak dan lauknya pun tidak pelit. datang ke sini jam 8.15 dan sudah lengkap menunya, juga sudah ada pembeli lain yang datang sebelumnya. rasanya enak sesuai ekspektasi. sambalnya cukup pedas untuk ukuran saya. warungnya tidak begitu luas dengan meja memanjang di samping tembok, namun kursinya cukup banyak. di sini juga tersedia minuman lokal temulawak.",positive,positive,neutral,positive,positive
Nita Dewi,"enakkk sambelnya mantap, pilihan lauknya banyak, kemaren beli 2 porsi plus ayam, telur asin dan extra sambel plus kerupuk cuma 40k",positive,neutral,neutral,neutral,positive
adink odink,"makanan khas banyuwangi yang nikmat. banyak berbagai pilihan lauk pauk yang menarik. harga relatif murah untuk rasa yang lezat. sambal tidak terlalu pedas, jadi cocok buat yang tidak suka pedas.",positive,positive,neutral,positive,positive
Gilang Aditya,"nasi tempongnya enak dengan berbagai lauk mulai dari telur crispy, ayam goreng, ikan goreng, ati, dll. kalau mau coba salah satu rekomendasi nasi rempong bisa kesini. yg susah paling parkir dan meja makannya yang terbatas.",positive,neutral,neutral,neutral,neutral
Fitri Nuzulia R,"kalau main ke bwi pasti bakalan makan kesini lagi deh. selain makanannya enak, porsi banyak, lauk lengkap harganya murah pula. minta tambahan sambel pun boleh. sambelnya pedes seger.",positive,positive,neutral,neutral,positive
eRGe,"sambelnya juara, pedesnya yang maksimal dipadukan dengan nasi yang masih panas, lkan yang gurih, serta tempe goreng terenak yang pernah gua makan. rekomended banget kalau lagi di banyuwangi, wajib mampir kesini! balik lagi setelah 6 tahun, dan tetep enak ya alloh menu yg dipesan hari ini sederhana, nasi telor dadar. tapi nikmat bangeet! makanan yang wajib gua kunjungi kalau ke banyuwangi",positive,neutral,neutral,neutral,neutral
Taufan Yusuf Nugroho,"kedua kali menikmati nasi tempong mbok nah di banyuwangi. warung di ukuran kios tersebut selalu ramai pengunjung baik dari jam buka hingga tutup. di sini yang jelas bikin lidah bergoyang dan nagih adalah segar pedasnya sambel tempong. beh, ini dikasih lauk apa saja masok pokoknya. pelayanannya ramah dan humoris juga. jadi buat pengunjung juga gak keki. soal harga tentu bersahabat lah. jadi tak perlu khawatir saat ingin mencicipi olahan nasi tempong di warung mbok nah. jajal langsung ya kalo pas singgah di banyuwangi.",positive,positive,positive,positive,positive
rizki rachmansyah,"kuliner yang wajib di coba jika ke banyuwangi , sego tempong mbok nah , lauknya enak , sambalnya mantap harganya murah , tapi harus siap natri jika jam makan , tapi pokonya mantap rasanya , ke banyuwangi belum lengkap rasany jika belum coba kuliner ini sego tempong mbok nah rasa 8.810 tempat 8.010 harga 15k",positive,positive,neutral,positive,neutral
Deddy Ariadi,"pilihan lauknya lumayan lengkap, sambalnya enak banget, pedesnya pas ga bikin kebakaran, harganya sangat bersahabat, termasuk nasi tempong terfavorit saya sejauh ini, selain karena harganya juga ga mahal.",positive,positive,neutral,neutral,positive
Panji Nugroho,"legend banget, klo ke banyuwangi wajib sih kesini",neutral,neutral,neutral,positive,neutral
santa edgina,pelayanannya ramah sekali pilihan lauk banyak,neutral,neutral,positive,neutral,positive
Irsyad Fuadi,"salah satu warung andalan di banyuwangi, nasi tempong mbok nah, ga pernah sepi. banyak pilihan lauk, harga juga murah cocok buat anak kost, porsi nasinya banyak. waktu ngekost di banyuwangi terus bingung makan apa pasti ke warung mbok nah, lauk tinggal milih dijamin kenyang, sambalnya joss enak sekali",positive,positive,neutral,positive,positive
so hin sing,"sambel nya sangat enak, lauk bervariasi, harga terjangkau, harus anti, self service.",positive,positive,neutral,neutral,neutral
Andre Leonardo,"saya kurang tau apa lidah saya yang tidak cocok atau gimana tapi yang saya rasakan ciri khas sambalnya bukan yang di masak alias segar yang isinya tomat, sambal dan bumbu. rasang cenderung kecut yaaa",positive,neutral,neutral,neutral,negative
Frisca Tyas,"baru kali ini makan nasi tempong lauk telur masih ada kulit telurnya. gimana yg masak sih masak gak keliatan, orang disuruh makan toping cangkang telur",positive,neutral,neutral,neutral,neutral
william kusuma,"tidak bersih dalam penyajiannya. pelayan yg mengambil makanan langsung dengan tangan telanjang tanpa sarung tangan ataupun sendok. padahal mereka habia memegang uang. walaupun masakannya rasanya enak, tapi kalo tidak bersih seperti itu big no !!",positive,neutral,neutral,positive,neutral
Angelia Stephanie,"mantab enak, sambelnya wangi, lauknya fresh, porsinya pas, sesuai dengan harga. ikannya besar2, endullita",positive,positive,neutral,positive,positive
Thea Napitupulu,"sambalnya pedas. tapi yang namanya sambal sego tempong itu memang harus pedas. bau terasinya juga terasa. lauknya juga fresh dan rasanya pas saat dimakan. ada berbagai macam lauk, ayam, udang, ikan, telur, dll. sayurnya juga fresh terlihat hijau jadi vitaminnya masih ada. saat jam makan siang full dan ramai. harganya murah dan sesuai dengan kantong. pelayanannya juga cepat banget.",neutral,positive,positive,negative,positive
Yoga Jalasena,kebetulan dapet nasi yg kurang fresh. telor dadarnya terlalu garing banget. bumbu cuminya juga biasa saja. sambel lalapan oke sekali.,neutral,positive,neutral,neutral,negative
Sholhan Aziz,"nasi sambal tempong super mak nyus di banyuwangi. super komplet nasi tempong dengan nasi, tempe dan tahu goreng, sayur rebus, ikan asin plus sambal tempong nya sedap walaupun bentuk nya bukan restoran namun lokasi dan akses mudah biasanya selalu ramai tahu dan tempe nya gurih, ikan asin nya tebel dan lezat, telor goreng nya kriuk, ikan goreng nya sedap sambal nya saya bertiga makan malam di sini. nasi temponh 2 porsi pakai ikan goreng dan 1 porsi nasi tempong pakai telur goreng, plus tempe goreng 1 porsi 6 potong plus es teh 3 total gak sampai 60k yang doyan pedas yang satu ini jangan sampai kelewatan.",positive,neutral,neutral,positive,neutral
EW Tanto,"warung ini menjual kuliner khas banyuwangi yakni nasi tempong. nasi tempong adalah nasi putih yang diberi sayur kangkungbayam sedikit asin dan diberi sambel yang cukup pedas sedikit asin juga. tempatnya berada di pinggir jalan. parkir mobil juga di bahu jalan,jadi kalau pas ramai dan tidak memperoleh tempat parkir,maka parkir agak jauh dari tempat lokasi. antriannya banyak,tidak dipisahkan yang dimakan di tempat dan di bawa pulang,dan karena berjubel,semua konsumen minta dindahulukan,tapi untungnya penjualnya ingat urutan konsumen yang datang lebih awal sambil menunggu dan agar cepat antrian,silahkan melihat lauk apa yang ingin ditambahkan. standar nya hanya nasisayur kangkungbayamtahutempe jumlah tempat duduk hanya cukup untuk 25 orang saja,belum lagi kalau ada yang merokok di dalam warung. lebih enak makan di trotoar,makannya lebih leluasa. kalau untuk anak anak,bisa pesan nasinya tidak diberi sambel cukup murah di kantong",positive,positive,positive,positive,positive
B,"lokasi gampang ditemukan. untuk porsi sangat mengenyangkan dengan harga yang bersahabat. kami pesan 2 nasi tempong dengan lauk ayam goreng, lele goreng, telur dadar 2, es teh 2, kerupuk 1 dan pepes ikan kecil 1, harga yang harus kami bayar hanya 49ribu. saya suka dengan lauknya hanya saja sambal tidak sesuai selera saya karena terlalu asam dan baunya sepeti sayur basi. sambal tidak terlalu pedas bagi saya.",negative,neutral,neutral,negative,neutral
nurrima adlina,sambal tempongnya pedas tapi asin. kurang cocok di lidah saya. utk pepes nya enak. telur dadarnya lumayan sih. harganya cukup murah kok. per porsi 12.000.,neutral,positive,neutral,neutral,neutral
sandy pradana,enak banget! harga murah meriah. sambel pedes tapi masih bisa dinikmati. sayang cuman lauknya agak adem. tapi offer all puas. makan berempat cuman habis 120ribuan. bakal balik lagi kalo ke banyuwangi.,positive,positive,neutral,positive,neutral
Indri Lutviani,"nasi tempong terdiri dari nasi, tempe goreng, tahu goreng, bakwan, ikan asin, bayam rebus, dan sambal yang pedas mungkin ini rujak bayam yaa. untuk satu porsi 10.000 ada additional lauk bervariatif, ada udang goreng, ayam goreng, ikan goreng, lele goreng, telur dadar, ati ampela dll. additional lauk ini harganya beda beda. tapi menurut saya nasi tempong lauk dasar dari bawaannya udah cukup, murah lagi cuma 10.000 lokasi warung ada di pinggir jalan, tidak ada tempat parkir, jadi kalo bawa mobil agak susah ya, bisa parkir di pinggir jalan raya.",neutral,positive,neutral,neutral,positive
Anthony Filbert,"ini salah satu nasi tempong favorit di kota! seharga 24rb aja bisa dapat lauk sebanyak itu meski nasi cuma 12 porsi. soal rasa, juga medok dan gurih, dipadukan dengan sambal tempong yang bikin keringetan cocok! kalo balik ke kota bakal sempetin ke sini. ig anthony_filbert tiktok jalanmakanfoto",positive,neutral,neutral,neutral,positive
ANINTESA,"harus sabar antri di sini karena ada beberapa orang yang masih ga ngerti cara antri. tapi ibu-ibunya tetap mendahului pembeli yang datang duluan. no worries. pesan 3 untuk dibungkus totalnya rp 50.000 sambelnya ga mengecewakan, sesuai ekspektasi.",negative,positive,neutral,neutral,neutral
Lala,"nasi tempongnya enak, harga affordable, banyak pilihan lauknya, sambalnya kalo aku pribadi sih kurang pedas but overall enak manis, asin, seger dari jeruk limaunya, bisa dine in or take away. untuk dine in tempatnya agak kureng ya apalagi kalo rame. parking areanya di pinggir jalan.",positive,positive,neutral,neutral,neutral
Putikeswara,"pembayaran tidak bisa non tunai, hanya tunai. opsinya bisa ambil cash di alfamart dengan jarak 20 meter yaa",neutral,neutral,neutral,neutral,neutral
Samsul Maarif,"mencoba nasi tempong, sambalnya sangat nampoooollll harga perporsinya terjangkau 14-16rb, kalau ke banyuwangi lagi ingin mampir lagi.",neutral,positive,neutral,positive,neutral
Hairul Anam Yahya,makaananya jangan ditanya mauntep poll. sampai nambah lagi. dan rasa sambelnya seger dan pedes untuk tempatnya kesana untuk pertama kali pakai maps kelwatan beberapa meter aja. soalny ketutupan mobil box,neutral,neutral,neutral,neutral,neutral
Maria Sugiono,"untuk yang suka pedas, makanan khas banyywangi dengan pedas yang menyengat ini latak di coba. ada banyak pilihan lauk pauk, sambalbya pedas menyengat, pelayanan cepat, lokasi di pubggir jalan sehingga mudah untuk ditemukan. rasa enak harga terjangkau.",positive,positive,positive,positive,positive
Wishnu E. W.,"nasi tempong di sini cukup enak, pas di lidah. dan memang, ciri khas sambal nasi tempong benar-benar maknyus, nikmat banget. untuk menambah selera makan tersedia beberapa macam menu tambahan, seperti ayam, telur, cumi, ikan, dan lain sebagainya.",positive,positive,neutral,neutral,positive
Teja Purnama,"21.000 nasi tempongudang 16.000 nasi tempong biasa dapet rekomendasi makanan khas banyuwangi yang wajib dicoba adalah nasi tempong mbok nah. seporsi sudah dapet nasi, sayur, ayam, tempe, tahu, sambel, dan kalau mau nambah lauk juga boleh. sebagai pecinta pedas, pedas sambelnya pas dan bikin nagih. mungkin yang kurang adalah ayamnya yang udah dingin jadi agak keras. tapi overall seporsi sudah oke dan harganya juga sangat terjangkau. lokasinya di pinggir jalan dan waktu itu agak panas karena siang hari. thank you",positive,positive,neutral,neutral,neutral
Akil Mutawakkil,"enak, porsinya banyak. harganya lumayan si, tapi karena banyak jadi okelahh",positive,positive,neutral,neutral,positive
Wilman,"mereka menyediakan nasi tempong yang terdiri atas nasi tentunya, sambal yang khas, sayur rebus, potongan timun, daun kemangi, tahu tempe, dan pilihan lauk yang hampir semuanya gorengan. lauk yang tersedia saat itu diantaranya adalah telur goreng, sate udang goreng dan ayam goreng. tempatnya sederhana, dipinggir jalan utama.",neutral,neutral,neutral,neutral,neutral
aiemtry,enak sekali dan murah meriah. menu lengkap dan tempat duduk tersedia walau tidak banyak. parkiran di pinggir jalan.,positive,positive,neutral,neutral,positive
Ardian Wahyu,"salah satu kuliner yang wajib dicoba ketika datang ke banyuwangi. tempatnya dekat dengan bank bni. lauknya ada ayam, telur, dan berbagai macam ikan. dalam satu porsi nasi tempong itu iainya ada nasi, sayur, sambal, tahu, tempe, ikan asin kecil kecil dan lauk yang tersedia yang dapat dipilih. untuk rasa sambalnya itu pedas, asin dan masam yang bercampur jadi satu. jarang bisa menemukan sambal seperti itu. rasa yang nagih buat pingin balik kembali. tempatnya juga luas, banyak tempat duduknya jadi gak kebingungan untuk mwncari tempat duduk untuk makan.",positive,neutral,neutral,positive,neutral
Jaya Laksana,"nasi tempong yg enaaaaak porsinyaa banyaak jenis lauknya buanyaaak lokasi di pinggir jalan gampang di cari - klo bawa mobil , parkir agak susah",neutral,neutral,neutral,neutral,neutral
Fatati Nuryana,"harga murah meriah, variasi tambahan lauk disamping lauk utama yang dipesan banyak, pelengkap sayurnya enak, dan yang pasti sambalnya mantap",positive,positive,neutral,neutral,positive
melisa mailoa,"makanan favoritnya warga lokal banyuwangi. walaupun ngantri tapi servicenya cepat. tinggal tunjuk mau pakai pilihan lauk apa aja. ada ikan lele, udang, ayam, telor dll. rasa sambal tempongnya emang enak banget dan nggak pelit. harga satu porsi nasi tempong pakai telur dadar cuma rp11k. sayang kebersihan tempat dan alat makan kurang terjaga. sama kalau bisa pas nyendok sayur jangan pakai tangan, minimal pakai sarung tangan plastik supaya lebih higienis.",positive,positive,positive,positive,negative
Endys Normala Paramasita,"slalu jadi tempat favorit. makan 3 porsi lauk telur 2, atirempelo 1 ngga kefoto tambah lele aja 1, es teh 3 total murah dan sambelnya enak bangeet. sambelnya dadakan dan lebih berair beda sama warung lain. jadi lebih menggugah selera.",positive,positive,neutral,neutral,neutral
heri noya,"nyobain sego tempong yang cukup legendaris di kab. banyuwangi, akhirnya sempat juga mampir di warung ini. kesan pertama sangat oke, dilihat dari banyaknya motor parkir dan pengunjung diwarung ini. lauk makannya sangat lengkap, ada telur dadar, ayam, lele, udang dll. pendampingnya ada dadar jagung, tempe goreng dan sayur rebus plus sambal terasi yang cukup pedas. overall puas",neutral,positive,neutral,positive,positive
Tommy 2ndACE,"harga normal2 saja, pelayanan bagus, rasa nya kurang, sdh beda jauh dgn yang dulu. sambel nya sering sekali keasinan",negative,positive,neutral,positive,negative
Fanny Faizah,"salah satu menu wajib yang harus dicoba kalau ke banyuwangi nasi tempong. harga murah meriah, harga mahasiswa. porsi besar, dijamin kenyang banget. lokasi di pinggir jalan. lakunya enak, sambelnya pedes. mantap lah pokoknya",positive,positive,neutral,positive,neutral
Kang Ebes,"sambal tempongnya mantap, lauk bervariasi, pelayanan cepat beruntung datang sebelum jam makan siang krn waktu makan siang antrinya lumayan",positive,neutral,positive,neutral,neutral
Yuyun Tri,"moment ngemper yg paling yummy bangedh. aseli recomended banget siy ini sambelnya enak pol nampol. kombinasi asam, manis, pedas weeeenak pokoke varian lauknya juga juara banget rasanya kecuali ikan asinnya yg kureng. yg lagi main ke banyuwangi wajib banget nyobain nasi tempong mbok nah ini. telur crispynya apalagi huwaaahhh juara ituuu. tapi warung mbok nah ini mulai buka jam 15.00 wib ya gaes ya",positive,positive,neutral,positive,neutral
Dian Meitiash,lokasinya di kota dan di depan toko apple store. yang enak disini sambalnya josss. nasi tempong khas banyuwangi cucok buat yang lagi lafarr. parkiran hanya ada di tepian jalan.,positive,neutral,neutral,positive,neutral
